Skellefteå, 2024-10-25 15:00:00, 280, overcast clouds 
Skellefteå, 2024-10-25 18:00:00, 281.17, overcast clouds 
Skellefteå, 2024-10-25 21:00:00, 281.39, broken clouds 
Skellefteå, 2024-10-26 00:00:00, 279.53, scattered clouds 
Skellefteå, 2024-10-26 03:00:00, 278.41, clear sky 
Skellefteå, 2024-10-26 06:00:00, 276.05, clear sky 
Skellefteå, 2024-10-26 09:00:00, 279.03, clear sky 
Skellefteå, 2024-10-26 12:00:00, 280.55, clear sky 
Skellefteå, 2024-10-26 15:00:00, 277.12, clear sky 
Skellefteå, 2024-10-26 18:00:00, 275.84, clear sky 
Skellefteå, 2024-10-26 21:00:00, 275.48, clear sky 
Skellefteå, 2024-10-27 00:00:00, 275.61, clear sky 
Skellefteå, 2024-10-27 03:00:00, 277.08, scattered clouds 
Skellefteå, 2024-10-27 06:00:00, 280.91, broken clouds 
Skellefteå, 2024-10-27 09:00:00, 281.45, overcast clouds 
Skellefteå, 2024-10-27 12:00:00, 282.98, overcast clouds 
Skellefteå, 2024-10-27 15:00:00, 282.59, overcast clouds 
Skellefteå, 2024-10-27 18:00:00, 282.54, light rain 
Skellefteå, 2024-10-27 21:00:00, 282.24, light rain 
Skellefteå, 2024-10-28 00:00:00, 279.84, light rain 
Skellefteå, 2024-10-28 03:00:00, 279.03, overcast clouds 
Skellefteå, 2024-10-28 06:00:00, 276.91, broken clouds 
Skellefteå, 2024-10-28 09:00:00, 278.1, clear sky 
Skellefteå, 2024-10-28 12:00:00, 278.16, clear sky 
Skellefteå, 2024-10-28 15:00:00, 277.42, few clouds 
Skellefteå, 2024-10-28 18:00:00, 278.11, scattered clouds 
Skellefteå, 2024-10-28 21:00:00, 277.76, broken clouds 
Skellefteå, 2024-10-29 00:00:00, 276.64, scattered clouds 
Skellefteå, 2024-10-29 03:00:00, 276.2, scattered clouds 
Skellefteå, 2024-10-29 06:00:00, 275.9, broken clouds 
Skellefteå, 2024-10-29 09:00:00, 276.56, overcast clouds 
Skellefteå, 2024-10-29 12:00:00, 277.52, overcast clouds 
Skellefteå, 2024-10-29 15:00:00, 277.78, overcast clouds 
Skellefteå, 2024-10-29 18:00:00, 279.08, overcast clouds 
Skellefteå, 2024-10-29 21:00:00, 280, overcast clouds 
Skellefteå, 2024-10-30 00:00:00, 279.92, broken clouds 
Skellefteå, 2024-10-30 03:00:00, 280.08, overcast clouds 
Skellefteå, 2024-10-30 06:00:00, 280.42, overcast clouds 
Skellefteå, 2024-10-30 09:00:00, 279.35, broken clouds 
Skellefteå, 2024-10-30 12:00:00, 279.16, broken clouds 
Skellefteå, 2025-01-13 15:00:00, 273.71, light rain 
Skellefteå, 2025-01-13 18:00:00, 276.85, broken clouds 
Skellefteå, 2025-01-13 21:00:00, 278.03, overcast clouds 
Skellefteå, 2025-01-14 00:00:00, 277.47, broken clouds 
Skellefteå, 2025-01-14 03:00:00, 277.34, overcast clouds 
Skellefteå, 2025-01-14 06:00:00, 277.88, overcast clouds 
Skellefteå, 2025-01-14 09:00:00, 277.61, overcast clouds 
Skellefteå, 2025-01-14 12:00:00, 276.28, broken clouds 
Skellefteå, 2025-01-14 15:00:00, 272.7, few clouds 
Skellefteå, 2025-01-14 18:00:00, 272.38, clear sky 
Skellefteå, 2025-01-14 21:00:00, 269.16, clear sky 
Skellefteå, 2025-01-15 00:00:00, 267.13, clear sky 
Skellefteå, 2025-01-15 03:00:00, 266.5, few clouds 
Skellefteå, 2025-01-15 06:00:00, 270.82, broken clouds 
Skellefteå, 2025-01-15 09:00:00, 274.62, overcast clouds 
Skellefteå, 2025-01-15 12:00:00, 276.79, light rain 
Skellefteå, 2025-01-15 15:00:00, 277.93, light rain 
Skellefteå, 2025-01-15 18:00:00, 279.62, overcast clouds 
Skellefteå, 2025-01-15 21:00:00, 279.49, overcast clouds 
Skellefteå, 2025-01-16 00:00:00, 279.28, overcast clouds 
Skellefteå, 2025-01-16 03:00:00, 279.98, overcast clouds 
Skellefteå, 2025-01-16 06:00:00, 281.76, overcast clouds 
Skellefteå, 2025-01-16 09:00:00, 280.31, few clouds 
Skellefteå, 2025-01-16 12:00:00, 280.97, few clouds 
Skellefteå, 2025-01-16 15:00:00, 280.31, few clouds 
Skellefteå, 2025-01-16 18:00:00, 278.77, few clouds 
Skellefteå, 2025-01-16 21:00:00, 277.25, clear sky 
Skellefteå, 2025-01-17 00:00:00, 278.1, clear sky 
Skellefteå, 2025-01-17 03:00:00, 278.38, overcast clouds 
Skellefteå, 2025-01-17 06:00:00, 280.25, overcast clouds 
Skellefteå, 2025-01-17 09:00:00, 280.68, overcast clouds 
Skellefteå, 2025-01-17 12:00:00, 281.47, overcast clouds 
Skellefteå, 2025-01-17 15:00:00, 280.74, overcast clouds 
Skellefteå, 2025-01-17 18:00:00, 280.47, overcast clouds 
Skellefteå, 2025-01-17 21:00:00, 280.59, overcast clouds 
Skellefteå, 2025-01-18 00:00:00, 281.02, broken clouds 
Skellefteå, 2025-01-18 03:00:00, 281.7, broken clouds 
Skellefteå, 2025-01-18 06:00:00, 281.61, broken clouds 
Skellefteå, 2025-01-18 09:00:00, 281.61, overcast clouds 
Skellefteå, 2025-01-18 12:00:00, 280.32, overcast clouds 
